"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"255",660896,"Alcala, Jorge","0",,"0.253","0.265","0.219","0.518","0.321","0.356","0.288","21","83","88.7","13.5","2370","93.4","92.49","45","191","64","-0.9","5.73","105","157","116","149","300","329","296"
"254",656232,"Bielak, Brandon","0",,"0.289","0.144","0.316","0.433","0.310","0.311","0.281","28","97","89.7","13.7","2362","89.7","88.53","25","173","81","-1.2","5.55","114","155","119","151","292","327","294"
"254",544727,"Familia, Jeurys","0",,"0.304","0.177","0.333","0.481","0.335","0.311","0.288","24","79","87.4","4.2","2241","94.4","93.67","28","167","87","-0.7","5.76","113","152","113","148","299","326","298"
"254",453343,"Melancon, Mark","0",,"0.233","0.151","0.219","0.384","0.270","0.342","0.295","20","86","86.0","-3.4","2317","89.4","89.19","22","174","80","-0.2","6.26","114","151","121","146","300","321","310"
"252",608648,"Duffey, Tyler","0",,"0.241","0.139","0.258","0.380","0.261","0.278","0.265","19","79","92.2","12.7","2382","87.9","87.95","23","158","94","0.1","6.29","105","155","113","148","301","330","296"
"252",623149,"Sewald, Paul","0",,"0.159","0.058","0.268","0.217","0.184","0.240","0.184","11","69","89.2","23.0","2358","88.7","88.81","50","167","85","0.1","6.40","114","157","116","150","290","316","294"
"252",593833,"Suero, Wander","0",,"0.284","0.222","0.311","0.506","0.331","0.320","0.286","23","81","90.8","17.5","2484","90.7","91.10","41","182","70","0.4","6.42","110","153","123","146","302","318","296"
"251",624133,"Suárez, Ranger","0",,"0.148","0.102","0.172","0.250","0.167","0.227","0.213","13","88","87.9","1.4","1779","90.4","90.44","31","156","95","0.0","6.28","107","154","115","147","295","324","292"
"251",656685,"Martin, Brett","0",,"0.313","0.135","0.321","0.448","0.327","0.330","0.310","30","96","89.2","11.1","2187","90.3","90.12","29","194","57","-0.2","6.15","111","153","121","146","297","324","293"
"249",660365,"Yang, Hyeon-Jong","0",,"0.294","0.224","0.276","0.518","0.344","0.398","0.309","25","85","88.3","16.4","2118","85.1","85.74","24","179","70","0.6","6.61","113","154","121","146","297","326","295"
"249",621295,"Wittgren, Nick","0",,"0.247","0.188","0.262","0.435","0.283","0.355","0.317","21","85","94.2","10.5","2028","90.5","91.38","37","170","79","0.9","6.76","114","155","120","149","294","321","295"
"247",548384,"Raley, Brooks","0",,"0.291","0.165","0.333","0.456","0.319","0.349","0.306","23","79","85.0","10.7","2613","86.0","85.14","43","167","80","-0.9","5.70","110","153","115","148","293","324","291"
"247",542914,"Bass, Anthony","0",,"0.233","0.233","0.214","0.465","0.288","0.333","0.275","20","86","90.1","16.4","2069","90.4","89.73","24","151","96","-0.7","6.25","107","151","115","148","301","319","289"
"246",607572,"Howard, Sam","0",,"0.224","0.197","0.277","0.421","0.274","0.258","0.212","17","76","90.6","14.4","2357","88.8","87.79","56","156","90","-1.0","5.73","110","151","120","147","301","321","290"
"246",664199,"Clarke, Taylor","0",,"0.316","0.179","0.346","0.495","0.346","0.318","0.274","30","95","92.8","15.1","2102","92.6","92.40","38","188","58","-0.2","6.15","110","154","119","150","305","331","304"
"245",608032,"Estévez, Carlos","0",,"0.298","0.202","0.324","0.500","0.327","0.310","0.273","25","84","91.7","14.2","2044","93.9","94.36","37","186","59","0.5","6.40","112","148","116","146","298","331","307"
"245",570666,"Cessa, Luis","0",,"0.207","0.098","0.218","0.304","0.219","0.296","0.273","19","92","88.6","6.5","2305","86.5","85.92","27","156","89","-0.6","5.81","109","153","120","147","295","322","289"
"244",517008,"Colomé, Alex","0",,"0.310","0.179","0.324","0.488","0.329","0.382","0.315","26","84","93.2","10.8","2127","91.1","90.99","37","174","70","-0.1","6.17","105","154","115","148","300","331","295"
"244",501625,"Álvarez, José","0",,"0.253","0.132","0.269","0.385","0.272","0.311","0.282","23","91","87.7","10.4","2128","88.1","88.05","29","169","75","0.0","6.45","111","155","116","149","297","320","292"
"244",664042,"Lakins Sr., Travis","0",,"0.208","0.143","0.217","0.351","0.240","0.284","0.233","16","77","90.0","16.4","2360","90.7","89.72","38","159","85","-1.0","5.90","106","149","119","148","300","323","295"
"243",572955,"Johnson, Pierce","0",,"0.318","0.197","0.340","0.515","0.360","0.393","0.322","21","66","88.9","17.4","2742","87.1","86.29","24","137","106","-0.8","5.75","113","153","132","147","297","321","311"
"243",669212,"Morgan, Eli","0",,"0.373","0.434","0.355","0.807","0.494","0.421","0.326","31","83","90.7","21.6","2186","84.8","84.58","29","164","79","-0.2","6.23","114","153","114","150","290","316","291"
"243",657044,"Thompson, Ryan","0",,"0.247","0.202","0.306","0.449","0.294","0.317","0.254","22","89","87.4","6.5","2075","86.7","87.07","35","159","84","0.4","6.87","105","149","114","145","304","318","290"
"242",552640,"Kittredge, Andrew","0",,"0.230","0.184","0.227","0.414","0.269","0.347","0.300","20","87","92.0","5.7","2516","92.4","93.04","32","168","74","0.6","6.70","106","154","117","149","302","319","289"
"242",607481,"Bummer, Aaron","0",,"0.324","0.095","0.355","0.419","0.318","0.283","0.262","24","74","89.6","-8.3","2052","93.4","92.70","28","139","103","-0.7","6.04","109","149","113","147","299","318","293"
"242",596057,"Norris, Daniel","0",,"0.341","0.171","0.385","0.512","0.366","0.321","0.285","28","82","94.4","8.8","2240","89.4","88.42","27","161","81","-1.0","5.62","106","151","116","147","294","326","302"
"241",656420,"Feyereisen, J.P.","0",,"0.187","0.200","0.169","0.387","0.241","0.325","0.264","14","75","89.4","18.2","2443","90.8","87.55","49","178","63","-3.3","5.96","108","156","117","150","302","326","297"
"240",608716,"Steckenrider, Drew","0",,"0.217","0.101","0.259","0.319","0.230","0.278","0.245","15","69","92.1","12.9","2261","89.7","89.29","28","166","74","-0.4","6.05","110","154","113","147","295","324","298"
"240",500610,"Guerra, Deolis","0",,"0.197","0.158","0.194","0.355","0.231","0.267","0.225","15","76","88.1","24.8","2126","86.8","88.14","30","175","65","1.3","7.14","114","151","122","151","298","327","300"
"240",642203,"Widener, Taylor","0",,"0.250","0.200","0.258","0.450","0.302","0.372","0.290","20","80","89.1","16.0","2139","90.9","91.49","32","168","72","0.6","6.62","107","154","116","149","300","327","300"
"240",606424,"García, Jarlin","0",,"0.183","0.207","0.208","0.390","0.240","0.244","0.209","15","82","91.1","11.0","2241","88.8","87.12","30","149","91","-1.7","6.44","112","157","117","150","297","321","292"
"238",542947,"Bleier, Richard","0",,"0.240","0.167","0.241","0.406","0.269","0.295","0.265","23","96","89.4","-5.2","1975","88.1","88.11","25","169","69","0.0","6.54","107","149","111","147","298","315","289"
"238",657031,"Taylor, Josh","0",,"0.353","0.106","0.414","0.459","0.351","0.357","0.328","30","85","89.5","12.9","2253","90.7","91.25","35","170","68","0.5","6.79","109","151","117","145","289","322","299"
"237",656876,"Rasmussen, Drew","0",,"0.240","0.133","0.313","0.373","0.263","0.272","0.257","18","75","92.9","6.9","2510","94.8","95.21","33","143","94","0.4","6.52","109","153","116","150","300","320","292"
"236",685503,"Arihara, Kohei","0",,"0.318","0.386","0.273","0.705","0.424","0.464","0.356","28","88","94.0","11.8","2034","87.1","84.59","15","159","77","-2.5","6.64","113","154","116","146","294","323","297"
"235",592390,"Hembree, Heath","0",,"0.258","0.355","0.278","0.613","0.368","0.302","0.220","16","62","91.9","26.9","2619","91.4","91.69","35","150","85","0.3","6.63","116","155","119","149","294","319","294"
"235",622766,"Diaz, Miguel","0",,"0.235","0.309","0.234","0.544","0.324","0.344","0.277","16","68","91.2","10.3","1966","89.6","88.67","18","148","87","-0.9","5.66","115","151","131","145","296","322","313"
"234",656322,"Coonrod, Sam","0",,"0.268","0.171","0.316","0.439","0.303","0.282","0.241","22","82","89.7","4.0","2264","95.9","96.24","32","155","79","0.3","6.52","109","152","115","148","301","325","293"
"232",647315,"Pop, Zach","0",,"0.300","0.175","0.333","0.475","0.331","0.316","0.275","24","80","90.1","9.9","2265","91.5","90.97","30","146","86","-0.5","6.29","107","147","115","147","295","316","288"
"232",663765,"Woodford, Jake","0",,"0.288","0.274","0.267","0.562","0.352","0.316","0.266","21","73","89.6","11.2","2208","88.1","88.29","26","155","77","0.2","6.40","113","153","120","147","297","314","293"
"231",641793,"Littell, Zack","0",,"0.250","0.193","0.271","0.443","0.297","0.314","0.257","22","88","91.9","7.7","1968","91.5","91.63","38","175","56","0.1","6.49","109","156","118","149","300","323","294"
"231",613534,"Adams, Austin","0",,"0.179","0.075","0.267","0.254","0.182","0.198","0.189","12","67","84.3","19.0","2819","87.8","87.23","30","125","106","-0.6","5.81","115","155","125","147","298","319","307"
"230",571656,"Farmer, Buck","0",,"0.299","0.299","0.292","0.597","0.372","0.384","0.305","20","67","92.9","17.1","2257","89.9","89.07","29","157","73","-0.8","5.97","108","154","122","148","300","326","299"
"229",453178,"Kennedy, Ian","0",,"0.222","0.210","0.220","0.432","0.276","0.286","0.236","18","81","93.1","22.8","2403","92.8","92.94","43","170","59","0.1","6.48","115","157","122","148","302","330","298"
"228",489265,"Romo, Sergio","0",,"0.273","0.169","0.297","0.442","0.300","0.275","0.232","21","77","88.2","23.5","2545","79.6","79.62","34","141","87","0.0","6.43","111","148","119","149","300","326","299"
"227",669622,"Bender, Anthony","0",,"0.178","0.151","0.224","0.329","0.213","0.207","0.190","13","73","87.0","8.4","2404","91.2","90.53","21","120","107","-0.7","5.96","107","150","118","148","299","320","287"
"227",650556,"Abreu, Bryan","0",,"0.233","0.123","0.250","0.356","0.245","0.303","0.266","17","73","90.0","10.6","2433","91.4","91.19","28","156","71","-0.2","6.27","112","155","117","150","292","323","291"
"226",676979,"Crochet, Garrett","0",,"0.243","0.014","0.327","0.257","0.226","0.258","0.249","17","70","86.9","11.5","2281","93.8","94.96","31","142","84","1.2","6.97","109","148","112","146","296","316","294"
"226",675921,"Howard, Spencer","0",,"0.238","0.206","0.289","0.444","0.293","0.274","0.234","15","63","90.1","19.7","2112","91.6","91.97","39","151","75","0.4","6.56","109","148","113","144","297","324","294"
"226",641835,"Mayza, Tim","0",,"0.307","0.093","0.350","0.400","0.311","0.286","0.268","23","75","86.5","2.2","2089","93.1","92.96","16","144","82","-0.1","6.25","106","154","118","149","293","316","287"
"225",592222,"Claudio, Alex","0",,"0.321","0.235","0.338","0.556","0.372","0.339","0.301","26","81","89.9","7.3","1945","80.5","79.27","21","141","84","-1.2","5.85","115","156","118","150","301","324","297"
"224",543339,"Hudson, Daniel","0",,"0.208","0.181","0.250","0.389","0.266","0.281","0.208","15","72","90.0","22.6","2300","95.2","95.37","46","174","50","0.2","6.46","110","154","116","150","308","324","299"
"224",607237,"Garrett, Amir","0",,"0.324","0.378","0.320","0.703","0.430","0.350","0.281","24","74","92.6","9.2","2053","90.5","90.74","26","132","92","0.2","6.50","112","150","114","145","288","312","290"
"224",518886,"Kimbrel, Craig","0",,"0.118","0.074","0.171","0.191","0.140","0.203","0.179","8","68","89.8","15.0","2379","93.5","93.90","41","133","91","0.4","6.55","116","159","115","152","295","323","304"
"222",606930,"Barnes, Jacob","0",,"0.300","0.329","0.278","0.629","0.389","0.362","0.282","21","70","90.9","13.6","2321","92.1","92.96","27","149","73","0.9","6.78","110","153","117","150","299","324","298"
"221",571901,"Loup, Aaron","0",,"0.262","0.077","0.333","0.338","0.247","0.256","0.252","17","65","88.5","6.8","2290","88.9","87.90","31","139","82","-1.0","6.14","111","150","108","147","298","324","297"
"220",641851,"McGowin, Kyle","0",,"0.227","0.227","0.224","0.455","0.287","0.252","0.209","15","66","88.6","24.0","2598","84.7","84.61","27","139","81","-0.1","6.33","110","153","123","145","297","318","297"
"220",594965,"Ponce de Leon, Daniel","0",,"0.353","0.338","0.345","0.691","0.436","0.343","0.268","24","68","90.7","22.7","2286","91.2","90.61","29","166","54","-0.6","6.30","112","155","120","146","301","319","299"
"218",451584,"Davis, Wade","0",,"0.360","0.267","0.355","0.627","0.398","0.371","0.315","27","75","92.1","17.7","2516","89.3","88.94","25","161","57","-0.4","6.19","109","157","119","146","296","321","298"
"216",663432,"Rainey, Tanner","0",,"0.262","0.246","0.289","0.508","0.330","0.346","0.254","16","61","94.4","30.9","2374","93.9","93.65","41","156","60","-0.2","6.15","110","154","122","146","304","322","300"
"215",592717,"Sanchez, Aaron","0",,"0.241","0.108","0.277","0.349","0.253","0.270","0.248","20","83","89.1","2.5","2042","84.4","84.45","23","138","77","0.1","6.81","110","155","118","149","301","321","298"
"215",669060,"Wilson, Bryse","0",,"0.390","0.305","0.368","0.695","0.463","0.407","0.327","32","82","89.1","13.6","2002","90.0","90.67","26","147","68","0.7","6.60","106","150","126","147","302","320","293"
"214",608371,"Sims, Lucas","0",,"0.333","0.278","0.429","0.611","0.390","0.316","0.257","18","54","90.3","21.3","2877","88.2","86.60","28","121","93","-1.6","5.50","111","154","117","147","297","318","290"
"214",656794,"Newcomb, Sean","0",,"0.321","0.151","0.400","0.472","0.340","0.307","0.279","17","53","89.8","13.3","2454","92.2","91.07","29","151","63","-1.1","5.82","106","150","121","148","303","316","289"
"214",641729,"Jiménez, Joe","0",,"0.241","0.224","0.262","0.466","0.311","0.260","0.185","14","58","88.5","23.9","2429","91.2","91.26","31","154","60","0.1","6.40","109","153","122","148","301","325","297"
"213",680704,"Sandlin, Nick","0",,"0.151","0.075","0.235","0.226","0.180","0.184","0.155","8","53","83.9","10.4","2440","87.9","88.08","32","119","94","0.2","6.45","114","151","116","148","290","317","290"
"213",650895,"Castillo, Diego","0",,"0.250","0.188","0.265","0.438","0.287","0.254","0.218","16","64","88.2","10.0","2147","89.4","88.34","28","146","67","-1.1","5.41","109","156","116","147","301","321","292"
"213",622075,"Almonte, Yency","0",,"0.353","0.279","0.333","0.632","0.412","0.337","0.303","24","68","88.8","9.6","2159","89.4","90.65","20","141","72","1.3","6.77","113","152","121","146","301","329","303"
"212",502327,"Santiago, Héctor","0",,"0.300","0.183","0.372","0.483","0.334","0.259","0.244","18","60","91.7","14.3","2013","88.2","87.56","34","150","62","-0.6","5.84","111","155","117","148","297","320","287"
"212",669674,"Long, Sammy","0",,"0.261","0.159","0.302","0.420","0.296","0.269","0.231","18","69","90.1","11.8","2184","84.5","84.06","17","135","77","-0.4","5.96","113","154","113","150","297","320","295"
"210",572143,"Smith, Burch","0",,"0.282","0.179","0.317","0.462","0.312","0.315","0.284","22","78","91.5","18.8","2402","90.4","91.10","25","148","62","0.7","6.76","110","150","119","151","306","327","299"
"209",641482,"Cortes, Nestor","0",,"0.148","0.049","0.209","0.197","0.148","0.212","0.189","9","61","88.4","21.7","2212","85.6","84.99","32","142","67","-0.6","5.87","106","156","118","149","301","327","282"
"208",664062,"Gonsolin, Tony","0",,"0.207","0.155","0.227","0.362","0.249","0.242","0.205","12","58","90.1","20.4","2191","89.0","88.63","34","151","57","-0.4","5.96","109","157","117","153","297","317","293"
"208",606303,"Payamps, Joel","0",,"0.212","0.182","0.212","0.394","0.256","0.213","0.180","14","66","88.9","13.9","2383","90.2","89.52","37","143","65","-0.7","5.85","109","156","123","148","296","316","289"
"207",453281,"LeBlanc, Wade","0",,"0.257","0.176","0.250","0.432","0.293","0.322","0.275","19","74","89.4","14.1","1966","84.6","84.50","20","132","75","-0.1","6.15","111","153","119","148","302","321","296"
"207",624647,"González, Victor","0",,"0.254","0.134","0.273","0.388","0.287","0.289","0.249","17","67","84.1","0.9","2370","90.5","90.26","22","130","77","-0.2","6.12","107","156","114","151","298","316","291"
"206",663531,"Allen, Logan","0",,"0.319","0.391","0.255","0.710","0.424","0.443","0.343","22","69","93.9","11.7","2131","86.6","85.99","21","138","68","-0.6","6.08","109","153","119","148","297","322","293"
"205",542960,"Brach, Brad","0",,"0.219","0.203","0.262","0.422","0.276","0.261","0.211","14","64","91.4","15.4","2148","90.6","90.09","37","137","68","-0.5","5.95","113","153","118","147","295","317","289"
"204",595465,"Winkler, Dan","0",,"0.258","0.212","0.292","0.470","0.329","0.274","0.228","17","66","88.0","20.0","2548","91.8","92.45","34","144","60","0.7","6.53","110","154","115","150","294","322","296"
"204",571735,"Hale, David","0",,"0.342","0.266","0.361","0.608","0.406","0.384","0.311","27","79","91.6","13.5","2111","88.8","89.44","25","151","53","0.6","6.64","111","151","117","148","299","326","295"
"201",664126,"Fairbanks, Pete","0",,"0.217","0.117","0.279","0.333","0.235","0.248","0.210","13","60","90.1","13.1","2385","91.9","90.81","32","129","72","-1.1","6.62","109","157","117","151","302","322","292"
"201",519076,"Nelson, Jimmy","0",,"0.150","0.033","0.237","0.183","0.145","0.151","0.149","9","60","85.2","18.1","2823","88.9","88.56","32","117","84","-0.3","6.33","112","157","116","150","300","319","293"
"201",453265,"Watson, Tony","0",,"0.250","0.176","0.255","0.426","0.288","0.323","0.266","17","68","89.0","7.8","2323","87.7","86.93","29","127","74","-0.8","6.03","112","154","114","151","301","326","298"
"201",543022,"Chatwood, Tyler","0",,"0.246","0.077","0.294","0.323","0.246","0.288","0.270","16","65","91.1","4.9","2562","92.0","91.91","22","119","82","-0.1","6.13","106","153","117","147","297","313","284"
"200",667498,"Dugger, Robert","0",,"0.290","0.188","0.321","0.478","0.322","0.314","0.288","20","69","90.7","15.9","2150","83.6","83.27","25","127","73","-0.3","6.03","107","153","115","148","291","322","297"
"200",663734,"Neidert, Nick","0",,"0.292","0.185","0.302","0.477","0.334","0.347","0.293","19","65","87.5","17.0","2087","88.0","87.52","24","145","55","-0.5","6.12","108","149","118","149","299","316","293"
"200",542888,"Armstrong, Shawn","0",,"0.344","0.344","0.370","0.688","0.438","0.375","0.281","22","64","92.6","18.9","2688","90.8","89.48","36","140","60","-1.3","6.56","111","153","121","149","303","325","298"
"199",596112,"Stephenson, Robert","0",,"0.297","0.234","0.306","0.531","0.356","0.375","0.299","19","64","89.0","12.7","2797","88.7","87.70","27","122","77","-1.0","6.11","110","152","120","146","301","330","302"
"199",503449,"Peralta, Wily","0",,"0.174","0.203","0.155","0.377","0.229","0.273","0.233","12","69","91.6","7.7","1823","89.4","88.72","20","138","61","-0.7","5.75","110","160","119","149","304","323","302"
"198",445213,"Kintzler, Brandon","0",,"0.407","0.333","0.409","0.741","0.479","0.402","0.331","33","81","93.6","6.0","2026","91.1","91.45","13","131","67","0.4","6.49","107","150","113","146","296","321","291"
"198",605359,"Marshall, Evan","0",,"0.338","0.338","0.340","0.676","0.413","0.324","0.278","23","68","90.1","12.2","2249","88.1","87.27","24","137","61","-0.8","5.78","113","150","116","147","299","318","295"
"197",455119,"Martin, Chris","0",,"0.271","0.057","0.295","0.329","0.261","0.334","0.309","19","70","91.7","8.6","2102","91.4","91.69","26","150","47","0.3","6.41","105","149","121","145","302","317","289"
"195",669160,"May, Dustin","0",,"0.238","0.222","0.275","0.460","0.295","0.298","0.250","15","63","89.5","1.6","2499","95.4","95.29","29","128","67","-0.1","6.58","116","162","120","149","295","316","290"
"195",607229,"Gsellman, Robert","0",,"0.272","0.185","0.260","0.457","0.314","0.365","0.328","22","81","87.3","5.6","1970","91.9","91.88","18","138","57","0.0","6.31","112","151","112","149","299","323","299"
"194",641360,"Bickford, Phil","0",,"0.246","0.175","0.279","0.421","0.278","0.282","0.246","14","57","87.8","7.0","2354","90.5","91.63","30","130","64","1.1","6.90","113","155","120","151","301","319","292"
"194",523260,"Kelly, Joe","0",,"0.222","0.143","0.250","0.365","0.246","0.281","0.247","14","63","86.7","-1.6","2388","92.4","91.54","23","114","80","-0.9","6.00","111","155","115","153","302","318","293"
"194",672578,"Hernández, Carlos","0",,"0.300","0.183","0.381","0.483","0.328","0.271","0.229","18","60","90.4","18.4","2295","92.0","92.65","37","138","56","0.6","6.87","108","156","116","144","299","321","300"
"192",465657,"Soria, Joakim","0",,"0.333","0.267","0.362","0.600","0.393","0.307","0.276","20","60","87.6","21.2","2317","88.7","88.82","23","137","55","0.1","6.65","111","154","119","150","302","330","300"
"191",656731,"Megill, Tylor","0",,"0.200","0.200","0.219","0.400","0.270","0.199","0.161","10","50","87.9","9.5","2006","91.4","92.93","30","137","54","1.5","7.18","110","158","115","149","304","334","299"
"190",642083,"Slegers, Aaron","0",,"0.324","0.216","0.344","0.541","0.368","0.319","0.286","24","74","91.5","8.3","2011","89.7","90.16","19","131","59","0.5","6.83","115","156","115","149","306","324","296"
"190",570257,"Rodríguez, Joely","0",,"0.322","0.186","0.340","0.508","0.344","0.331","0.277","19","59","90.7","0.0","1753","92.2","89.68","28","124","66","-2.5","6.39","113","154","121","145","299","325","294"
"190",641682,"Hendrix, Ryan","0",,"0.307","0.307","0.305","0.613","0.386","0.382","0.331","23","75","91.7","10.4","2314","91.0","90.65","27","122","68","-0.3","5.98","111","152","117","148","295","320","294"
"189",503569,"Dolis, Rafael","0",,"0.227","0.091","0.292","0.318","0.242","0.262","0.222","15","66","88.8","12.3","2207","92.3","91.78","23","120","69","-0.5","5.99","108","152","121","146","289","317","290"
"188",622098,"Smith, Drew","0",,"0.235","0.294","0.216","0.529","0.324","0.327","0.256","16","68","90.8","26.0","2542","91.0","90.47","28","133","55","-0.5","5.97","114","154","115","150","301","329","302"
"188",605151,"Bradley, Archie","0",,"0.333","0.267","0.321","0.600","0.392","0.363","0.293","20","60","92.3","7.6","2028","90.6","90.93","15","124","64","0.3","6.55","110","152","114","146","296","325","293"
"187",608665,"Graveman, Kendall","0",,"0.183","0.117","0.188","0.300","0.206","0.332","0.292","11","60","91.4","9.5","2260","94.3","94.56","11","115","72","0.3","6.41","113","155","113","149","291","322","300"
"187",650828,"Santana, Edgar","0",,"0.247","0.192","0.241","0.438","0.301","0.337","0.270","18","73","86.8","4.8","2243","91.7","90.35","26","129","58","-1.3","5.47","107","149","123","145","304","314","288"
"186",608334,"Fulmer, Carson","0",,"0.304","0.232","0.333","0.536","0.350","0.330","0.271","21","69","92.1","8.6","2323","89.3","88.78","22","120","66","-0.5","6.21","111","154","122","148","295","319","291"
"186",672715,"Patiño, Luis","0",,"0.280","0.200","0.306","0.480","0.338","0.312","0.242","14","50","91.2","24.8","2442","92.3","93.22","23","122","64","0.9","6.84","104","162","117","147","299","317","292"
"185",501925,"Smith, Joe","0",,"0.368","0.211","0.383","0.579","0.398","0.332","0.307","21","57","88.4","3.6","2082","83.2","82.95","16","121","64","-0.3","6.60","111","151","116","148","289","323","289"
"185",656887,"Reid-Foley, Sean","0",,"0.303","0.167","0.375","0.470","0.330","0.315","0.280","20","66","91.7","14.9","2083","91.0","92.38","30","130","55","1.4","7.12","113","151","114","147","300","325","300"
"183",573009,"Mantiply, Joe","0",,"0.382","0.200","0.408","0.582","0.393","0.325","0.295","21","55","86.2","6.9","2161","87.4","85.69","21","111","72","-1.7","6.36","108","153","114","148","300","325","298"
"183",666159,"Manning, Matt","0",,"0.324","0.147","0.328","0.471","0.330","0.357","0.326","22","68","92.8","13.0","1947","90.1","91.25","15","122","61","1.1","6.89","106","154","117","149","293","322","301"
"181",593974,"Peralta, Wandy","0",,"0.281","0.250","0.259","0.531","0.337","0.342","0.301","18","64","88.4","8.2","2245","90.9","89.48","32","123","58","-1.4","5.72","108","153","117","148","298","323","289"
"177",643778,"Webb, Tyler","0",,"0.370","0.167","0.413","0.537","0.382","0.322","0.295","20","54","88.6","20.4","2046","86.6","86.45","21","130","47","-0.1","6.55","109","150","117","146","294","317","295"
"175",571710,"Givens, Mychal","0",,"0.310","0.259","0.311","0.569","0.366","0.346","0.295","18","58","87.7","19.7","2459","89.0","89.26","21","115","60","0.3","6.15","110","152","119","147","306","335","306"
"175",664045,"Eshelman, Thomas","0",,"0.297","0.219","0.281","0.516","0.345","0.313","0.270","19","64","90.6","22.2","1849","82.8","82.22","8","107","68","-0.6","6.20","107","153","121","149","298","321","296"
"175",596027,"Maples, Dillon","0",,"0.154","0.135","0.171","0.288","0.180","0.252","0.226","8","52","90.2","8.1","2843","91.5","91.18","18","101","74","-0.3","6.06","114","154","116","149","291","315","293"
"174",608638,"Chargois, JT","0",,"0.254","0.159","0.275","0.413","0.284","0.298","0.265","16","63","89.8","14.4","2270","88.8","88.78","25","118","56","0.0","6.27","110","154","113","148","293","318","292"
"173",592254,"De León, José","0",,"0.365","0.327","0.500","0.692","0.430","0.361","0.285","19","52","93.8","20.3","2050","89.6","90.22","32","116","57","0.6","6.68","105","151","110","144","297","318","286"
"171",669952,"White, Mitch","0",,"0.260","0.200","0.282","0.460","0.299","0.311","0.269","13","50","89.2","13.8","2464","91.2","91.22","18","114","57","0.0","6.38","113","156","117","152","298","317","291"
"171",667297,"Nance, Tommy","0",,"0.186","0.220","0.190","0.407","0.250","0.261","0.224","11","59","89.1","7.2","2433","92.5","92.51","16","103","68","0.0","6.26","110","155","116","149","296","317","296"
"171",607219,"Romano, Sal","0",,"0.219","0.172","0.212","0.391","0.258","0.345","0.292","14","64","91.7","11.1","2136","91.4","89.70","12","108","63","-1.7","5.92","110","154","117","147","295","316","286"
"170",570488,"Valdez, Phillips","0",,"0.259","0.111","0.302","0.370","0.261","0.282","0.269","14","54","89.3","4.1","2084","87.3","87.25","22","108","62","-0.1","6.96","110","153","121","147","288","323","296"
"170",502706,"Holland, Derek","0",,"0.298","0.246","0.350","0.544","0.356","0.295","0.255","17","57","87.8","12.3","2388","90.3","90.26","22","111","59","0.0","6.37","106","153","118","147","296","327","301"
"169",656686,"Martin, Corbin","0",,"0.364","0.364","0.349","0.727","0.462","0.427","0.322","20","55","91.1","13.4","2317","91.6","91.33","16","119","50","-0.3","6.15","110","151","118","150","303","330","300"
"169",453192,"Miller, Andrew","0",,"0.362","0.224","0.404","0.586","0.403","0.328","0.290","21","58","88.2","11.6","2331","81.2","82.47","16","101","68","1.3","7.06","113","152","117","148","293","314","295"
"168",672335,"Pérez, Cionel","0",,"0.278","0.185","0.279","0.463","0.317","0.278","0.250","15","54","90.7","12.9","2177","92.8","91.59","25","102","66","-1.2","5.82","107","154","119","147","296","317","288"
"168",641386,"Bowden, Ben","0",,"0.333","0.211","0.386","0.544","0.373","0.350","0.308","19","57","90.9","26.1","2374","89.7","89.74","28","115","53","0.0","6.19","109","151","120","146","301","330","302"
"166",605507,"Thompson, Zach","0",,"0.224","0.102","0.275","0.327","0.236","0.288","0.257","11","49","92.3","21.0","2428","88.5","88.83","26","115","51","0.3","6.38","106","153","121","147","298","324","285"
"166",592233,"Crichton, Stefan","0",,"0.344","0.156","0.364","0.500","0.351","0.342","0.274","22","64","93.1","17.4","2013","87.9","86.96","13","115","51","-0.9","6.12","106","151","116","148","304","328","301"
"165",592741,"Shreve, Chasen","0",,"0.245","0.189","0.204","0.434","0.283","0.333","0.281","13","53","91.0","17.4","2098","88.0","87.87","12","126","39","-0.1","6.48","111","151","117","148","300","319","290"
"164",642130,"Taylor, Blake","0",,"0.281","0.228","0.289","0.509","0.323","0.252","0.223","16","57","87.8","10.8","2289","91.0","91.85","24","119","45","0.9","6.70","112","153","117","149","290","322","292"
"163",607188,"Faria, Jake","0",,"0.293","0.172","0.333","0.466","0.323","0.272","0.245","17","58","90.0","18.1","2048","86.8","86.30","15","101","62","-0.5","6.17","109","152","115","149","300","325","296"
"163",621593,"Castro, Anthony","0",,"0.229","0.208","0.281","0.438","0.281","0.276","0.237","11","48","90.7","13.1","2576","90.8","91.88","22","97","66","1.1","6.75","109","153","117","149","297","314","287"
"163",643377,"Jax, Griffin","0",,"0.327","0.346","0.286","0.673","0.404","0.385","0.292","17","52","92.4","25.9","2295","88.3","87.92","18","116","47","-0.4","5.94","110","157","120","149","301","333","296"
