"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"8",664901,"Mendick, Danny","0",,"0.000","0.000","0.000","0.000","0.000","0.026","0.026","0","3","86.0","10.5","1764","58.5","56.64","2","5","3","-1.9","4.19","122","144","121","146","276","323","305"
"8",641645,"Guillorme, Luis","0",,"0.600","0.200","0.600","0.800","0.604","0.626","0.655","3","5","89.4","13.0","1558","68.8","68.13","0","5","3","-0.7","5.71","116","148","117","143","290","318","299"
"7",476454,"Betances, Dellin","0",,"0.000","0.000","0.000","0.000","0.000","0.323","0.354","0","1","85.0","2.0","2371","87.2","87.51","0","4","3","0.3","6.54","112","143","116","143","293","329","297"
"7",541650,"Pérez, Hernán","0",,"0.200","0.400","0.333","0.600","0.316","0.160","0.162","1","5","85.3","38.3","1528","63.7","61.99","3","7","0","-1.7","4.89","119","158","133","149","302","317","303"
"7",665759,"Rosso, Ramón","0",,"0.333","0.000","0.333","0.333","0.295","0.537","0.547","1","3","98.7","9.7","2515","91.4","91.09","0","4","3","-0.3","6.14","110","150","119","150","296","325","297"
"7",506702,"León, Sandy","0",,"0.000","0.000","0.000","0.000","0.000","0.141","0.117","0","3","92.7","16.0","2043","82.5","79.80","1","6","1","-2.7","4.26","117","151","120","153","300","320","290"
"6",621500,"Mathisen, Wyatt","0",,"0.250","0.000","0.250","0.250","0.221","0.706","0.546","1","4","99.1","16.3","1152","47.4","45.23","0","6","0","-2.2","4.13","122","151","139","153","317","336","316"
"6",641995,"Ramírez, Roel","0",,"0.500","0.000","0.500","0.500","0.442","0.621","0.642","1","2","96.9","10.0","2180","92.0","92.58","0","3","3","0.6","6.57","109","147","119","146","295","311","305"
"6",621002,"Robertson, Daniel","0",,"0.333","0.333","0.333","0.667","0.417","0.476","0.412","1","3","95.4","24.3","1644","68.6","67.70","1","4","2","-0.9","5.47","117","154","128","151","285","323","301"
"6",519008,"McFarland, T.J.","0",,"0.333","1.000","0.000","1.333","0.676","0.424","0.306","1","3","97.0","12.0","2023","87.1","86.10","0","4","2","-1.0","5.67","116","147","124","143","294","314","287"
"6",680692,"Stiever, Jonathan","0",,"1.000","0.000","1.000","1.000","0.884","0.661","0.670","3","3","92.9","16.0","2307","91.4","90.37","1","4","2","-1.0","5.90","111","143","123","146","296","324","294"
"6",452678,"Cabrera, Asdrúbal","0",,"0.000","0.000","0.000","0.000","0.000","0.337","0.321","0","3","93.7","15.3","1714","74.6","72.20","0","5","1","-2.4","4.62","112","148","120","149","307","330","304"
"5",596056,"Nogowski, John","0",,"0.500","0.000","0.500","0.500","0.442","0.562","0.602","1","2","93.8","7.0","1518","60.1","58.74","0","4","1","-1.4","5.06","122","149","142","150","293","324","292"
"5",658069,"Fuentes, Joshua","0",,"0.250","0.000","0.250","0.250","0.221","0.525","0.550","1","4","96.8","16.8","1697","75.1","73.86","0","4","1","-1.2","5.18","118","168","144","153","297","333","298"
"5",642162,"Valaika, Pat","0",,"0.000","0.000","0.000","0.000","0.000","0.202","0.178","0","4","89.6","-6.0","1515","68.4","53.02","0","5","0","-15.4","4.35","114","153","123","149","303","324","291"
"5",519203,"Rizzo, Anthony","0",,"0.000","0.000","0.000","0.000","0.000","0.079","0.088","0","2","46.4","-31.0","1817","69.1","68.70","1","3","2","-0.4","5.78","121","148","140","149","313","334","320"
"5",680430,"Allgeyer, Nick","0",,"0.000","0.000","0.000","0.000","0.000","0.302","0.286","0","2","77.9","-15.0","2274","86.3","85.46","1","3","2","-0.8","5.72","121","156","134","153","285","313","291"
"4",621011,"Schrock, Max","0",,"0.000","0.000","0.000","0.000","0.000","0.168","0.087","0","3","89.3","52.7","1628","63.8","62.10","0","3","1","-1.7","4.63","113","157","127","143","302","323","300"
"4",595943,"Evans, Phillip","0",,"0.000","0.000","0.000","0.000","0.000","0.129","0.119","0","3","92.7","33.3","2165","79.3","77.43","0","4","0","-1.9","4.90","105","150","120","143","302","311","299"
"3",591720,"Torreyes, Ronald","0",,"0.000","0.000","0.000","0.000","0.000","0.049","0.053","0","2","85.3","22.5","2014","64.0","61.87","0","2","1","-2.1","4.50","116","154","122","145","275","321","311"
"3",518586,"Culberson, Charlie","0",,"0.000","0.000","0.000","0.000","0.000","0.344","0.252","0","3","94.8","12.3","2418","89.1","87.70","0","3","0","-1.4","5.37","120","159","137","152","296","320","287"
"3",502273,"Freeman, Mike","0",,"0.000","0.000",,"0.000","0.000","0.000",,"0","1",,,"1517","58.4","56.33","0","0","3","-2.1","4.13","111","150","121","148","268","307","282"
"3",605501,"Tarpley, Stephen","0",,"1.000","0.000","1.000","1.000","0.884","0.702","0.770","1","1","76.4","16.0","2251","80.4","79.90","0","1","2","-0.5","6.20","87","133","110","145","293","330","310"
"2",621433,"Phillips, Brett","0",,"0.000","0.000","0.000","0.000","0.000","0.223","0.229","0","1","91.8","-9.0","1126","49.2","47.30","0","1","1","-1.9","4.70","121","151","124","152","292","311","290"
"2",641576,"Flores Jr., Bernardo","0",,"1.000","0.000","1.000","1.000","0.884","0.513","0.437","1","1","99.0","18.0","2106","80.2","81.65","0","1","1","1.5","7.25","118","148","123","150","292","320","307"
"2",503556,"Gonzalez, Marwin","0",,,,,,,,,,,,,"1591","67.2","65.50","0","1","1","-1.7","4.40","114","154","130","149","276","327","308"
"2",594311,"Gustave, Jandel","0",,"0.000","0.000","0.000","0.000","0.000","0.285","0.317","0","1","104.2","-6.0","2366","98.1","97.30","0","1","1","-0.8","5.95","103","144","133","150","292","314","297"
"1",608686,"Mayfield, Jack","0",,,,,,,,,,,,,"1333","54.4","52.30","0","0","1","-2.1","4.20","104","151","123","148","308","327","278"
"1",593643,"Alberto, Hanser","0",,"0.000","0.000","0.000","0.000","0.000","0.024","0.023","0","1","87.0","54.0","1342","64.9","62.80","0","1","0","-2.1","4.60","118","181","122","153","289","323","312"
"1",595284,"Knapp, Andrew","0",,"0.000","0.000","0.000","0.000","0.000","0.131","0.138","0","1","93.0","-15.0","1505","67.5","65.50","0","1","0","-2.0","4.60","111","156","120","145","300","336","290"
"1",592859,"Wilkerson, Stevie","0",,,,,,,,,,,,,"1259","45.4","43.30","1","1","0","-2.1","4.30","121","151","124","154","301","329","293"
